,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10
174,16372951.0786883,1155718.8940355,2235357.88230957,2101177.04531561,600768.652995852,3990619.71217733,1768684.87485443,514932.606025947,731972.791300247,4544960.25653837
175,3839280.80655984,1151381.56355537,11460323.7208869,5489982.96474797,879453.53388669,3452871.24725163,727154.202965506,1087790.19717918,1738775.30241792,744778.598094118
176,8221335.89949876,625998.203979331,8642826.65509511,2521808.30604204,1115493.475905,5438610.1380393,602091.583521824,1822533.3295736,1198970.56551078,638649.50107786
177,12638174.1064398,3130516.05600347,10259550.6394327,2621621.03368971,859789.158157653,3744116.53673356,897356.621996423,1069392.60831411,1269727.598341,892083.354635821
178,2762993.93020283,2021371.8808813,14826856.9902786,1724136.51083191,555134.432011675,2509686.24702852,444558.117184816,681793.643708284,1268086.24846906,953315.422161074
179,1364824.34848727,2648048.18818387,5638083.70466429,3560514.20638906,772143.370222297,2487489.83009809,1820219.24795954,724713.795577157,1573812.11395857,2329342.23414712
180,923008.47118157,1543532.76656301,11683072.0259817,1973018.26799038,1221217.87078312,4149619.75793119,2017348.4734264,1083354.11436722,4543063.52169078,4293151.15766024
181,7299777.97661251,1440377.00717853,4898380.89983494,1065679.57895758,1011980.79089941,2358162.79679082,594580.9958303,441725.893630349,1839666.35467958,4345847.31094672
182,3981714.77833958,1624450.58632464,11638429.9683839,6003062.3936839,716390.724515556,3327979.57104235,755394.344792095,690072.503616698,867058.499665141,3844745.0393728
183,19461766.1073054,3472568.6658176,6636242.51907736,3585452.46673579,1007269.99129593,2354908.86066033,724256.674953302,401615.111814671,942746.197850324,7469362.07110582
184,10519950.2328741,908137.260576974,3349588.77968306,3862005.38311938,274486.163096784,7644799.30553005,631058.644504628,644578.315455152,2127926.89052164,2292210.5275859
185,7514746.27147236,836264.62367475,8006160.26425144,1527169.32509071,932526.717173437,1592156.51888574,716718.215284746,630376.988822899,1824559.97440455,3986131.13169118
186,5362236.61396722,1977838.59754321,4855971.12305768,996457.295779731,681730.292224293,3486485.01735609,466096.518634414,213764.57303892,4364548.9270037,2105439.56364088
187,5595245.75731434,1789740.20963437,6411714.69346293,4049409.65245166,485564.513775053,3014297.08283733,306001.35824117,421059.901449216,2648738.16808128,6832319.10562845
188,8578979.632208,516744.18237269,5038999.00570079,8743097.5561618,1090772.10940919,2857510.14159244,390066.249378204,530695.702681872,1340254.97579016,3271051.6335531
189,12299786.9056048,2487786.17270117,8685755.58143783,8717448.64036068,706654.731907022,4950906.34326529,298042.109639845,1397398.39501322,2045292.31741543,1696722.00559859
190,2196294.49658722,2266614.31925336,7597208.83332255,3132542.70371057,466003.344439343,6408276.16227926,631282.79589503,385488.766857314,4367107.71660354,2832618.87610945
191,2648249.21024556,3720184.82279012,4754512.056435,2864656.0678168,801575.740990358,5050695.75395993,753205.10015096,747389.63124147,3484082.1518084,7800221.66877903
192,2208230.59473634,1095228.162104,9861791.17437449,3617774.28018971,954713.295150753,1537566.86635901,1085337.21255043,816848.59502565,3285117.43914013,6494389.11522364
193,6080690.80389381,1400159.80012371,10213073.1862047,6729895.71924436,1232270.67858212,5513410.81484188,507560.794357646,956527.403140439,2382308.80645866,3120905.52007011
194,10734737.8924578,768036.295305939,16273496.0325529,3892224.30661994,947982.348928376,3347333.97505489,999714.429373035,3267323.54353115,3000418.56700154,2711412.56838777
195,11737550.4184612,897014.223247658,6191676.55435622,5928161.13652043,641650.555810186,7880237.09043831,727660.747905575,1013574.82668212,3321197.25039534,5443548.82815035
196,4705755.46284898,1172046.36728044,8002109.91243784,2659667.28036684,1187034.92286435,2792823.81577642,873069.726973723,583721.746175352,1255610.39716417,3075707.97616911
197,6400061.63080256,2703628.2757135,5842052.53136661,2666145.82238687,468532.590872178,4803452.01699689,565752.113842973,468049.560678689,735118.761270009,3345494.27094047
198,5126730.88690894,2085968.19728874,10654643.7468222,4938006.29429152,1008378.29189454,15111769.6528436,874892.694406261,816498.865886109,921791.248459138,1965974.27803163
199,1531239.94917777,3669711.94927519,11382250.540253,3729250.1899294,1030879.53227164,2216651.22371211,277669.687154536,476082.694032818,1349119.70947856,2499925.97001645
200,887133.071027061,1837138.51456774,4153347.76125472,1491479.21481477,763804.204539796,3778786.65330633,879988.059798255,488246.27328816,826111.647362005,1716549.31210268
201,756860.245848294,1385812.11735482,2058408.64372537,2913491.30168002,692378.217177689,3385073.17051194,672137.743047287,801328.698220702,829054.841162811,3135384.74607675
202,6354499.20159959,828602.683148894,3888591.45087058,2502318.31043357,611257.452027196,3179963.08681598,905264.896658067,2003860.70680725,1137667.34518003,2375729.31546723
203,1841270.53210468,638767.282549941,7364244.2421081,4167125.86214289,505926.782720341,4643703.84112471,376489.787615652,1675061.13388403,1844807.97754292,4434279.91181153
204,1128467.11751972,478796.028621708,9341166.22629407,1530802.78979773,963835.229446357,12750587.8525331,1088497.83630227,449290.266483376,831426.961991593,10890524.8585829
205,1638750.7388526,1530993.10448624,5889709.67619679,4821261.84644769,610689.108865436,8283317.57945643,993426.103628004,764769.251900674,1018465.5687502,5369754.49959059
206,8837076.57492264,498395.95062359,12883199.8229951,1427010.99034839,584806.835527276,2291029.97669839,1434580.29863514,553889.634149414,449720.406747608,2835477.17867989
207,8281810.4616516,937628.380894787,15767174.3179356,3279400.22395216,401352.833733534,4544169.20000044,777868.493217239,362809.10665615,737457.062213949,4533131.57055068
208,16400027.3252283,3496908.33317734,5999240.56825215,2931284.93963392,462945.10400683,3555192.63429891,1009687.78482826,283818.272263798,856071.354205276,8785086.64071209
209,1508886.25293807,2569475.28269756,10947201.1466978,4556841.52843572,1004590.90627283,3355047.92735595,543941.20236666,593285.934766758,1069480.39610749,7104551.77751944
210,5527298.34798529,1432545.06342937,6169837.98409746,5444160.74983524,695316.960402798,6754330.2788702,790656.966869681,623045.147211043,1034761.36899413,1834306.30362532
211,4580805.11457348,1612843.40608578,5481439.17167147,1610378.49222312,1253834.72767269,3332472.49395696,457540.608851117,775569.231460147,398509.596873437,3642023.79727143
212,2700283.63957365,3877122.51893618,5875487.77178614,2272030.57210922,307207.286392289,5299068.69866419,507485.999613471,1183656.03630186,1007988.00018643,1262477.64253594
213,4440584.66095053,1202041.05730842,9904137.97410707,2534624.92759991,540232.006959174,6897092.44307338,780533.185217986,357728.408946624,723449.679908921,8946958.57184288
214,4486103.84703806,1482193.37592714,4357673.47934123,3043056.67335439,494699.059633105,4627095.29194209,942389.728614499,523633.308494192,725863.048758266,5175367.27131887
215,3082375.1307478,2626655.79248352,13338432.5194944,1827614.2204333,393034.157045818,6959945.13720538,939174.01167357,841848.853731274,1519186.74331261,7426294.88861737
216,2904578.52667049,1409233.69225268,7521046.642483,3216338.99740871,458522.796109962,5886236.23703273,326230.157340635,1273489.80923896,1571178.55281739,13318121.7824533
217,1323512.36802369,699418.958833545,6487069.99722205,3461431.79129676,506232.305955421,6587365.57709866,644149.595118096,534049.184818649,846637.866233091,10358075.2494477
218,1233667.90532066,772848.529702598,4943039.07678538,3076666.56988272,359918.597927987,4867291.76658619,517543.958597329,609016.597579933,1683491.61985618,7299303.62352593
219,1599495.34262967,1922326.4153265,5893996.33651639,3488004.61253335,598599.155528482,4916720.8291506,1039187.88238705,601276.592375298,803032.397971476,3185930.90099763
220,1384938.71172057,3789518.53693763,9432586.66065337,4071860.99057246,1126410.7241565,5734666.27926942,356150.974601625,610070.383785038,779090.909937465,3367389.15408203
221,5537506.9040857,3623296.11618672,6452894.87882337,1540019.56339868,531682.791681078,4633779.52144859,1179431.53894885,419002.270259636,1767225.838548,3440174.31347969
222,7145599.50627074,1686908.581644,3713451.82333426,1810930.60533069,516475.55205737,7032870.0929797,469478.841020845,357444.533501251,1527849.82574278,1322883.30242442
223,732384.362459835,2071866.90848005,4100127.25113029,1226241.02619708,455319.519071498,4522815.64739568,736714.072738551,425580.539959732,2062716.28739947,2617909.96092736
224,806295.243390215,1345647.41653786,9412934.99181407,2568288.78029259,735967.62767227,5810091.86118691,1270583.08597159,358857.739980139,1164271.37469307,1475247.61939315
225,2459077.61085651,1142601.54369066,6948503.26659511,3394602.10845514,590378.68926579,7082156.36064456,1218777.99415147,611745.691225505,1150070.10804547,2717744.78002089
226,5573468.64493273,2341450.67796307,5658864.57513065,2507062.88154557,962253.864616849,6678415.15208551,548195.861601878,171561.225035263,3488723.02955801,3821403.99756768
227,2361380.02854646,2487208.06766457,6574451.20225407,2700285.72416392,882638.145995983,6766591.37420151,372758.874277775,246644.58873419,2114571.31172279,2928390.36323781
228,5776355.49872803,651492.505121612,10355410.7262176,1808139.70487838,992027.199343905,3357004.65964023,755637.446906151,1475639.72150543,1770135.93469939,1405448.32954333
229,5078131.79410263,1089611.61517361,12108110.1160247,1314283.09470609,678533.516119739,3939765.30333337,809222.352481167,804943.980264554,724001.765352498,633753.125972678
230,12269913.3930987,2482710.15780043,18188157.8617254,2666214.77452444,537993.665016667,3722791.62355829,796423.08742089,451066.699179723,296070.714384643,885924.816380217
231,9423014.97196889,724563.374520224,4613705.76619808,3704809.0988774,792603.036573682,4623763.0273861,1258004.31954194,452300.423254176,811162.74599882,2252172.78158334
232,2738750.93317972,824228.689038649,5453281.40997588,3920011.98973646,592722.525886704,6096971.98163567,212374.228319075,335285.179707367,1245100.18917375,4135340.07526341
233,1427235.47189967,2615878.47543317,7591174.03640092,1123680.90918565,854543.128158835,4568051.90583285,1129225.81314333,704361.833075977,688607.392821699,3593175.70457562
234,10041393.0695125,1635010.67399605,8494299.54351017,2191515.93160972,712170.58831002,7860151.71198686,757716.011125942,956304.742386185,655365.799391526,5478788.26117998
235,1223600.98941865,959326.583664771,5598764.54008343,5146052.74756819,596314.948192717,7529125.67093479,1051878.0915348,614968.001546677,956450.498669324,4509239.36819276
236,6078982.75995997,1697116.49729297,9174121.44457047,3194330.25128114,1053193.46152069,4691870.41783334,1444949.70540378,580650.920425541,571219.997622309,4729590.21742622
237,4365746.6223785,897066.836090649,7497133.04399413,1574998.05614027,458189.783037082,3442509.35264152,1035276.92389963,500791.197001511,1019015.96437519,1965073.92540394
238,5025331.83059933,1596152.25623435,12955475.9251337,1642231.3518312,465916.620901289,4558133.16396781,1033289.92153127,1538779.48366166,806924.099286593,9169054.16406418
239,10819065.0587872,976369.918883764,8585920.07108811,1948496.24343359,352682.772957312,3419148.61289287,803225.76824926,410113.329310299,1157243.18520326,1477095.69293842
240,754513.437129856,1620104.00618759,7035195.31108684,4215871.0380927,513611.24958152,1355490.07481771,383837.129509694,613363.311527047,1047484.42785289,3593262.63687857
241,1329260.21320925,597043.518819492,11894918.7136466,1962730.14605833,811195.415776636,1741901.86206214,971954.51777111,745352.237558932,1654364.12388256,11833013.1308603
242,9769287.63693246,662524.712803242,5828216.48622011,3853933.15549004,577173.484093834,2516198.2921247,436791.110123486,515086.739050626,897792.79433801,2197005.56559354
243,2676082.74377418,807077.263765493,6922060.7720665,2626343.78597561,409042.860466907,3755835.93542428,825238.45517369,641970.640432072,1387754.9744612,1939041.89479102
244,10901412.368253,1582311.51091917,7106561.11717269,1670510.51931772,528718.186128557,3200900.70026228,478111.388869537,702016.148173872,1532416.40551669,3388890.64829462
245,11697181.170016,3525165.61402282,5170735.49444333,1787169.69751184,903937.628241231,3710052.93687368,526749.382149988,613641.21077458,1177803.24275702,2199955.13530311
246,3057527.5779146,3775187.09389257,2523466.29921231,2847235.72857931,1220370.01848702,2703953.25216496,770183.89933692,470762.843741189,744347.420284531,1478756.45395174
247,2220782.81207439,2373358.52911059,12883209.1640827,3101290.81000388,902317.806822937,1637770.49891342,1115536.44562064,433703.170413441,3887408.71523811,3421423.99025999
248,1363812.152054,1800601.5005353,4729752.39017463,8632793.18079656,693979.090678799,2029318.27653017,358059.473091024,883473.94963958,775010.443325806,2938839.87332814
249,525832.546957938,3479124.24785639,7776972.68511983,3005709.07551537,554398.205737124,6544778.25693014,509041.779620092,557048.023807223,684522.068852107,3041615.81355492
250,1241032.13636768,2492787.49982085,8642496.25536531,3667081.64613578,1098924.24710568,7964466.11164995,758066.115795607,150049.639524701,997741.463144227,1530175.66442197
251,3498036.53062233,1605080.37553285,6656134.30717558,3743029.30530257,1064482.69722566,2138438.98273506,1413926.44073637,487314.516916316,2225567.94946677,1922977.49465733
252,1952287.67326301,347629.550303062,8822316.03102229,3591120.90129109,376080.913224938,2476310.17671653,497547.530997174,616645.147693532,1577403.08801497,1648808.40289745
253,2290857.16440815,951923.591993988,12688291.278214,3401998.99930288,788142.495345255,8298798.51912305,1284531.55853074,641515.990955175,1764979.66396396,1420139.18618537
254,718509.489920366,1812001.21566687,13407790.3070726,1527749.290628,970645.82623287,6657144.22669811,751913.819621389,502682.823750579,3653037.45194881,651040.54959656
255,2226938.43950311,1007510.4900754,5465977.57915179,3686188.60089667,482245.519961876,2970801.97280578,997696.011351348,576949.286979818,920536.426510107,675559.575055798
256,2709722.15190604,1590754.52612292,6191964.29701949,2543897.0807775,345190.47450717,1545057.85381795,1265887.61319395,762853.104946615,483452.101359996,2205111.89733195
257,1191647.66227103,1137454.07981093,13199518.1013837,1512787.19292564,448134.271843949,2097719.87097009,701258.969719553,426598.406741517,1868648.44142227,1477532.47574895
258,1636496.92902259,3571875.97432638,7087668.61669441,1872206.25865819,475098.586209594,2727428.23726755,1584204.04168971,485829.226529575,1605047.72293789,10786066.3981072
259,5985814.93143756,1116510.51661807,7331617.99877911,5530940.81000862,499597.950780123,2269988.89116442,1272069.73989289,410078.333349148,1318431.61484676,1978634.81723267
260,26399243.1883609,924961.029932035,17995865.7484972,4462745.6700622,395067.887121772,2511786.51790853,955336.682644226,2228992.46495824,1367519.60259669,4110615.57000579
261,7043129.97411718,2999562.62807877,3777406.73200004,7892004.9951246,361354.908234156,3243408.33108449,946814.894958014,493637.177064223,1548882.02611769,4779914.27289753
262,4591146.19827318,1463275.89149052,4840408.53263681,8000339.27945653,685250.653349043,4277209.81992726,556028.332436731,319664.514573771,2259147.77914265,4811692.75175922
263,14310123.9172748,1508527.28058477,8688120.1760055,4530373.83507625,255134.988952457,6639386.72642212,821749.344985755,657365.417588344,2009147.63416466,2955626.62402501
264,4970283.49706187,1401216.1431267,11039572.7151533,2932741.8177694,787673.84863554,7623392.42130173,1023138.73324385,824605.669791889,2145050.8719136,2226611.53926106
265,10059346.1176243,789482.987029435,6042276.25791185,1465596.05278006,744296.045363752,4115078.45173633,593366.026986878,1188098.49688893,2046168.85435902,5486484.94403759
266,5317183.96548389,935025.369001356,8857960.73345797,1308275.24008123,324873.330485319,2309430.56502018,868669.541102796,563975.015913807,1329995.75447505,4389274.30837949
267,1686572.16537937,386349.295500481,8374187.03488981,971606.084930492,1108335.93416717,2821131.36594699,698835.370656949,444883.631296221,2510120.66498278,2164764.55433846
268,2243979.8213678,1183233.93909782,6991470.98209583,718698.124644112,280324.640055615,1242424.91867885,377684.002681728,450080.656686517,1320507.2513952,7834966.50453088
269,1525952.21345398,1386973.30074769,9654749.59953306,2125293.71645873,394531.684666561,3987207.83696824,531912.514203331,240588.504461537,3824945.47564182,3889577.65998234
270,7226787.03143754,2257856.07676828,4482861.64818606,1833412.47191434,378971.079313884,839931.387704735,586141.237708435,240422.270825518,4358911.83331559,5425842.53738901
271,966185.176223184,4102957.72976993,6037676.89491921,3360244.92766778,1389527.0359441,3200817.60886705,487419.05675806,550561.608397073,4910570.0324142,4883068.30283685
272,3712735.68463775,1831493.51328071,6270177.01118052,3707299.18266725,1402753.4199042,2347626.01156085,1024469.19306546,615956.221987052,507329.511457614,2384238.55545227
273,5148682.85628162,664840.77322288,13882612.0963395,4427176.33724047,345995.522049022,2288583.20791776,764905.894416137,541319.885438285,2158780.99669298,2941167.14450683
274,892470.201975013,938431.147588937,3268864.00421409,1603323.07015892,1709970.84739425,911951.1808224,759491.042648415,643322.041517018,3581188.8095479,11632657.2112954
275,2926920.34845354,1849979.60020739,5752680.72039341,5044912.78128771,869391.626310483,5691419.82939089,451751.265858891,672582.797295432,2546205.18377928,4087225.90527816
276,1024928.82084272,1479388.38140885,6036864.47955917,2848660.09321261,781891.412978381,1983403.0472051,803036.149294856,627201.26000804,2166218.51058559,3214109.08973956
277,900978.434277265,1529155.19815643,6001249.42875022,4206759.15050813,562307.968117004,5939748.26202633,779777.261260758,334076.389522607,3990719.19675917,1839540.12461851
278,12837255.0537702,2689091.82944862,8362523.44346982,6224365.26050774,631268.736256235,9343215.36780596,825915.419940544,613202.797841624,2927807.10110713,3642803.30820521
279,894153.467790139,3262602.11603076,11674314.7697717,4441585.36588978,1062127.81685484,2655927.39986916,686419.366444855,1195341.08436309,3838619.5642126,3751073.68033247
280,2772330.67915936,548775.076513294,8279943.58740633,2209197.0181174,729237.550993323,3491357.25717382,913703.402772447,1788579.70669791,1638753.25918621,6872992.09953151
281,1133126.59213572,1126323.6329719,5426116.60517763,4976588.30758994,768312.021700201,1463886.64653792,745645.243212079,947981.437506529,742000.518727697,4179104.41829136
282,1647481.87719775,1461219.14859301,6205397.75855253,6792386.30299974,630628.806766498,2539107.9824975,1044261.17653341,363349.064486981,1565459.547876,2455300.06984968
283,1470739.82823412,867272.570500388,11672813.7648339,3213693.68315178,1390824.217385,4363583.20526185,1102303.36372936,392850.138386033,1659413.74530866,4678535.76314656
284,1253043.14005396,620049.012291141,10895992.6149212,2520866.06331601,951272.566460481,2637302.14521576,631798.328368195,425966.811777111,500739.870288775,6842307.57815328
285,2527654.79569631,559396.963096931,16940158.8290641,4514939.51126018,966115.753284353,3229321.41425099,638904.991569304,905193.893545091,973834.934926479,7970124.5915237
286,12254210.6254578,819408.96729365,4711615.47218362,4204516.06560459,766984.849447562,4786240.68205033,532066.146791942,845413.180396077,1654232.59570836,9588773.68092852
287,2920323.93952538,410591.167073497,9415947.48255173,1972009.81469714,471513.008371546,2454512.4091278,802335.471208992,468657.808728473,3284945.57223181,3955989.46993806
288,2790832.64332046,577306.906124008,7005578.25229879,1846152.58555234,665655.719660023,3789585.10963435,901429.872077219,388908.767185662,1535248.87823904,2802289.5281112
289,3296019.97895856,1170318.3303404,4356890.49328825,2593465.34521919,1890963.55845948,2790507.92296645,405550.184863536,875385.759364828,1881596.77059435,3260618.57161274
290,1709464.83475543,1084892.60955401,11978480.5154151,3143113.15527987,958765.113606121,7141073.17475619,1297764.45768615,469571.035506015,1730310.19415142,2895445.26915166
291,593153.540250195,1901993.36964491,5818182.40378051,3133908.7076612,324986.816180851,3023969.89589569,595924.880973708,653108.214488345,2585249.94964075,3597782.00952965
292,1021265.85305409,1185778.48434589,8577047.3810951,3385934.1047157,1029505.18506546,3777224.2215872,719406.533971937,803082.134220216,911652.880196095,14519183.9224958
293,1397373.86163013,1599067.0660257,7587814.8525377,1599885.45612194,581445.490565736,3208055.89598174,574388.773896322,964027.484004436,1286626.9488627,5417289.15115135
294,2141363.41559088,2636382.54445272,5130186.69008773,2159312.2095068,983490.379909292,4250687.89889356,636287.343888019,1124627.29119405,915415.352959152,4468791.98983882
295,1012986.86297161,2032945.0308913,6990052.97973239,1540159.69248128,910539.218703237,1786525.22836083,451532.848566358,345538.269298795,1166102.45893272,2692410.66815455
296,6460999.61669598,1338314.39848964,6434603.17565689,2395382.98761218,1256072.26185841,3858251.51582197,409630.968458698,757451.572932078,505773.022261681,2614081.35882355
297,3669283.49347155,919003.780506001,4010398.32369969,2535991.35128615,1140319.76912289,7194137.93305219,1278505.52608164,633662.701764635,720976.889436442,5513833.31888921
298,1344582.29965219,734154.596853914,7599396.33348617,1039843.39025945,782832.270124833,2174062.48238303,678685.625482862,539463.684773792,1078448.53969594,1324537.93135687
299,2546041.4857296,782533.022313873,2815540.27274633,1427756.02488351,1057551.58413726,4770282.88851351,813303.428925504,523028.478397034,532598.555542975,5853579.49940354
300,1687822.91470273,1046422.95904728,10828445.4157971,1166755.15281044,815249.128081475,3452093.36497233,640194.371869372,612962.243529918,1898910.4271103,3024780.07961931
301,4772659.05514103,1882034.74033996,4191446.94450141,1770151.21184706,667569.908408357,6085386.73652552,409689.280517383,250028.444092245,761682.112382013,2628308.09857706
302,2890163.25291845,1624794.4713759,5143088.02520269,4199172.15751211,804356.529029208,1526399.10493989,671090.403385242,641183.009419895,364073.357025762,3259402.5452819
303,1828753.7011592,2419005.93141663,10619998.5127571,1996715.43726453,606917.089639046,6564862.76195494,749809.398313549,830314.89385467,2985280.34954319,1116606.07947843
304,1314338.7585112,642873.580277743,7114215.606297,1827352.03635984,419113.42267155,2538360.73125586,379833.212382932,433533.234647934,1178129.35116197,942275.954604054
305,1039487.12031478,560626.024397571,3348931.79719184,1179387.94136451,371978.985152008,6616190.57760394,474770.836525213,507665.248029974,2396164.96319422,3429355.91218895
306,1373208.16365287,1948111.69021113,5999326.14934949,1724539.33604064,281494.134124323,3390628.33931281,884317.043078108,1119050.33182272,1501492.91672315,3082082.97405464
307,1500490.70279262,1289988.76781385,6933901.44995158,2087989.75478256,556386.988659051,5442538.28058959,580924.229896831,1271092.7566006,1167023.98447656,3397287.5447825
